Taxon Name,Taxonomic Serial Number (TSN),Parent Taxonomic Serial Number (TSN),Taxon Group,Taxon Level,AphiaID,NADED ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon Citations,Preferred Source,Former or Invalid Name,Common Name,Alternate Name,NODC Code,Xerces Code,Active
"Saetheria","129735",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Sagitta","158727",""," Invertebrates","Genus","105410","","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","","Thuesen, Erik V. (2016). Sagitta Quoy & Gaimard, 1827. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=105410 on 2016-05-10","WORMS","","",""," 83080101","","Y"
"Samytha californiensis","67800",""," Invertebrates","Species","331192","","Animalia","Annelida","Polychaeta","Terebellida","Ampharetidae","Samytha","californiensis","WoRMS (2015). Samytha californiensis Hartman, 1969. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=331192 on 2016-05-10","WORMS","","","","","","Y"
"Sanfilippodytes","728253",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Sarsia","49053",""," Invertebrates","Genus","117070","","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Corynidae","Sarsia","","Schuchert, P. (2016). Sarsia Lesson, 1843. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=117070 on 2016-05-10","WORMS","","",""," 37030609","","Y"
"Sarsiellidae","84273",""," Invertebrates","Family","127485","","Animalia","Arthropoda","Ostracoda","Myodocopida","Sarsiellidae","","","Horne, D. (2010). Sarsiellidae Brady & Norman, 1896. In: Brandão, S. N.; Angel, M. V.; Karanovic, I.; Parker, A.; Perrier, V. & Yasuhara, M. (2016). World Ostracoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=127485 on 2016-05-10","WORMS","","","","","","Y"
"Saxicavella pacifica","81782",""," Invertebrates","Species","505407","","Animalia","Mollusca","Bivalvia","Not assigned","Basterotiidae","Saxicavella","pacifica","Huber, M. (2015). Saxicavella pacifica. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=505407 on 2016-05-10","WORMS","","","","","","Y"
"Saxidomus gigantea","568268",""," Invertebrates","Species","546014","","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Saxidomus","gigantea","Rosenberg, G. (2015). Saxidomus gigantea. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=546014 on 2016-05-10","WORMS","","","","","","Y"
"Scalibregma californicum","",""," Invertebrates","Species","331210","","Animalia","Annelida","Polychaeta","Not assigned","Scalibregmatidae","Scalibregma","californicum","Read, G. (2015). Scalibregma californicum Blake, 2000. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=331210 on 2016-05-10","WORMS","","","","","","Y"
"Scaphander","76164",""," Invertebrates","Genus","137871","","Animalia","Mollusca","Gastropoda","Cephalaspidea","Scaphandridae","Scaphander","","Rosenberg, G.; Bouchet, P.; Gofas, S. (2012). Scaphander. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=137871 on 2016-05-10","WORMS","","",""," 51100403","","Y"
"Scaphandridae","76317",""," Invertebrates","Family","158","","Animalia","Mollusca","Gastropoda","Cephalaspidea","Scaphandridae","","","Gofas, S. (2010). Scaphandridae. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=158 on 2016-05-10","WORMS","","",""," 511017","","Y"
"Scaphopoda","82115","69458"," Invertebrates","Class","104","","Animalia","Mollusca","Scaphopoda","","","","","Scarabino, V.; Gofas, S. (2011). Scaphopoda. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=104 on 2016-05-10","WORMS","","","","","","Y"
"Schistomeringos","66517",""," Invertebrates","Species","334727","","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Dorvillea","","Read, G. (2015). Dorvillea (Schistomeringos) Jumars, 1974. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=325601 on 2016-05-10","WORMS","",""," Dorvillea (Schistomeringos)","","","Y"
"Schistomeringos annulata","66520",""," Invertebrates","Species","334727","","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Schistomeringos","annulata","WoRMS (2015). Dorvillea (Schistomeringos) annulata (Moore, 1906). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=336009 on 2016-05-10","WoRMS"," Dorvillea (Schistomeringos) annulata","","","","","Y"
"Schistomeringos longicornis","66519",""," Invertebrates","Species","334731","","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Schistomeringos","longicornis","WoRMS (2015). Dorvillea (Schistomeringos) longicornis (Ehlers, 1901). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=336010 on 2016-05-10","WoRMS"," Dorvillea (Schistomeringos) longicornis","","","","","Y"
"Schisturella cocula","657420",""," Invertebrates","Species","530707","","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Schisturella","cocula","Lowry, J. (2015). Schisturella cocula. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=530707 on 2016-05-10","WORMS","","",""," 6169343899","","Y"
"Schizobranchia","68147",""," Invertebrates","Genus","325086","","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Schizobranchia","","Read, G. (2015). Schizobranchia. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=325086 on 2016-05-10","WORMS","","",""," 50017009","","Y"
"Schizobranchia insignis","68149",""," Invertebrates","Species","331699","","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Schizobranchia","insignis","WoRMS (2015). Schizobranchia insignis. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=331699 on 2016-05-10","WORMS","","",""," 5001700902","","Y"
"Schizocardium","158636",""," Invertebrates","Genus","264937","","Animalia","Hemichordata","Enteropneusta","[unassigned] Enteropneusta","Spengelidae","Schizocardium","","Konikoff, C.; van der Land, J. (2015). Schizocardium Spengel, 1893. In: Shenkar, N; Swalla, B.J.; van der Land, J. (2015) Hemichordata World Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=264937 on 2016-05-10","WORMS","","","","","","Y"
"Schizoporella","156293",""," Invertebrates","Genus","110975","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Schizoporellidae","Schizoporella","","Hayward, P. (2016). Schizoporella Hincks, 1877. In: Bock, P.; Gordon, D. (2016). World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110975 on 2016-05-10","WORMS","","","","","","Y"
"Schizoporella unicornis","156294",""," Invertebrates","Species","111538","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Schizoporellidae","Schizoporella","unicornis","Bock, P.; Gordon, D.; Hayward, P. (2010). Schizoporella unicornis (Johnston in Wood, 1844). In: Bock, P.; Gordon, D. (2016). World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=111538 on 2016-05-10","WORMS","","","","","","Y"
"Scintillona bellerophon","80704",""," Invertebrates","Species","582738","","Animalia","Mollusca","Bivalvia","Not assigned","Galeommatidae","Scintillona","bellerophon","Rosenberg, G. (2015). Scintillona bellerophon. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=582738 on 2016-05-10","WORMS","","",""," 5515110301","","Y"
"Sciomyzidae","144653","118831"," Invertebrates","Family","","","","","","","","","","","","","","",""," F0029","Y"
"Scionella japonica","68012",""," Invertebrates","Species","155209","","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Scionella","japonica","WoRMS (2015). Scionella japonica Moore, 1903. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=155209 on 2016-05-10","WORMS","","","","","","Y"
"Scirtidae","113924",""," Invertebrates","Family","","","","","","","","","","","","","","","","","Y"
"Scleroconcha trituberculata","84384",""," Invertebrates","Species","451269","","Animalia","Arthropoda","Ostracoda","Myodocopida","Philomedidae","Scleroconcha","trituberculata","Brandão, S. (2014). Scleroconcha trituberculata (Lucas, 1931) Poulsen, 1962. In: Brandão, S. N.; Angel, M. V.; Karanovic, I.; Parker, A.; Perrier, V. & Yasuhara, M. (2016) World Ostracoda Database. Accessed through: World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=451269 on 2016-05-10","WORMS","","",""," 6111070401","","Y"
"Scleroplax granulata","99032",""," Invertebrates","Species","445239","","Animalia","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Scleroplax","granulata","Davie, P. (2015). Scleroplax granulata Rathbun, 1894. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=445239 on 2016-05-10","WORMS","","","","","","Y"
"Scolelepis","66942",""," Invertebrates","Genus","129623","","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Scolelepis","","Gil, J.; Read, G.; Bellan, G. (2016). Scolelepis. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129623 on 2016-05-10","WORMS","","",""," 50014320","","Y"
"Scolelepis (Parascolelepis) yamaguchii","","66942"," Invertebrates","Species","596992","","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Scolelepis","yamaguchii","Gil, J.; Read, G.; Bellan, G. (2016). Scolelepis. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129623 on 2016-05-10","WoRMS","","","","","","Y"
"Scolelepis (Scolelepis) squamata","66943",""," Invertebrates","Species","157566","","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Scolelepis","squamata","WoRMS (2008). Scolelepis (Scolelepis) squamata (O.F. Muller, 1806). In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=157566 on 2016-05-10","WoRMS","",""," Scolelepis squamata","","","Y"
"Scoletoma","182724",""," Invertebrates","Genus","129340","","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Scoletoma","","Read, G.; Bellan, G. (2013). Scoletoma Blainville, 1828. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129340 on 2016-05-10","WORMS","","","","","","Y"
"Scoloplos","66594","66570"," Invertebrates","Genus","129425","","Animalia","Annelida","Polychaeta","Not assigned","Orbiniidae","Scoloplos","","Bellan, G. (2008). Scoloplos Blainville, 1828. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129425 on 2016-05-10","WORMS","","",""," 50014003","","Y"
"Scoloplos (Scoloplos) acmeceps","66608","66594"," Invertebrates","Species","334771","","Animalia","Annelida","Polychaeta","Not assigned","Orbiniidae","Scoloplos","acmeceps","WoRMS (2015). Scoloplos (Scoloplos) acmeceps Chamberlin, 1919. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=334771 on 2016-05-10","WoRMS","",""," Scoloplos acmeceps","","","Y"
"Scoloplos (Scoloplos) armiger","66595",""," Invertebrates","Species","334772","","Animalia","Annelida","Polychaeta","Not assigned","Orbiniidae","Scoloplos","armiger","WoRMS (2008). Scoloplos (Scoloplos) armiger (Müller, 1776). In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=334772 on 2016-05-10","WoRMS","",""," Scoloplos armiger","","","Y"
"Scoloplos (Scoloplos) armiger alaskensis","",""," Invertebrates","Subspecies","743511","","Animalia","Annelida","Polychaeta","Not assigned","Orbiniidae","Scoloplos","armiger","Read, G. (2015). Scoloplos (Scoloplos) armiger alaskensis (Hartman, 1948). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=743511 on 2016-05-10","WORMS","","","","","","Y"
"Scrupocellaria","156118",""," Invertebrates","Genus","110866","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Scrupocellaria","","Hayward, P. (2004). Scrupocellaria Van Beneden, 1845. In: Bock, P.; Gordon, D. (2016). World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110866 on 2016-05-10","WORMS","","",""," 78152801","","Y"
"Semele rubropicta","81292",""," Invertebrates","Species","507316","","Animalia","Mollusca","Bivalvia","Cardiida","Semelidae","Semele","rubropicta","Huber, M. (2015). Semele rubropicta. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=507316 on 2016-05-10","WORMS","","","","","","Y"
"Sepedon","144898",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Sergentia","129739",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Serpula","68243",""," Invertebrates","Genus","129580","","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Serpula","","Fiege, D.; Bellan, G. (2016). Serpula Linnaeus, 1758. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129580 on 2016-05-10","WORMS","","",""," 50017304","","Y"
"Serpula columbiana","",""," Invertebrates","Species","338088","","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Serpula","columbiana","ten Hove, H. (2015). Serpula columbiana Johnson, 1901. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=338088 on 2016-05-10","WORMS","","","","","","Y"
"Serpulidae","68232",""," Invertebrates","Family","988","","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","","","ten Hove, H.; Fiege, D. (2009). Serpulidae Rafinesque, 1815. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=988 on 2016-05-10","WORMS","","","","","","Y"
"Serratella","101395","101232"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0088","Y"
"Serratella micheneri","568639",""," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Serratella teresa","568641","101395"," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Serratella tibialis","101399","101395"," Invertebrates","Species","","","","","","","","","","","","","","",""," S0032","Y"
"Sertularella","49848",""," Invertebrates","Genus","117233","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Sertularella","","Schuchert, P. (2016). Sertularella Gray, 1848. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=117233 on 2016-05-10","WORMS","","",""," 37040502","","Y"
"Sertularella tenella","49853",""," Invertebrates","Species","117909","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Sertularella","tenella","WoRMS (2004). Sertularella tenella. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=117909 on 2016-05-10","WORMS","","",""," 3704050205","","Y"
"Sertularia","49901",""," Invertebrates","Genus","117234","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Sertularia","","Schuchert, P. (2015). Sertularia Linnaeus, 1758. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=117234 on 2016-05-10","WORMS","","",""," 37040503","","Y"
"Sertularia mirabilis","49911",""," Invertebrates","Species","117920","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Sertularia","mirabilis","Schuchert, P. (2010). Sertularia mirabilis (Verrill, 1873). In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=117920 on 2016-05-10","WORMS","","","","","","Y"
"Sertulariidae","49845","718926"," Invertebrates","Family","1614","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","","","Schuchert, P. (2015). Sertulariidae Lamouroux, 1812. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=1614 on 2016-05-10","WORMS","","","","","","Y"
"Setvena","103193","102994"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0183","Y"
"Sialis","115002","115001"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0112","Y"
"Sigalion spinosus","",""," Invertebrates","Species","334789","","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Sigalion","spinosus","Fauchald, K. (2008). Sigalion spinosus (Hartman, 1939). In: Read, G.; Fauchald, K. (Ed.) (2016) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=334789 on 2016-05-10","WoRMS","","","","","","Y"
"Sigalionidae","65072","555674"," Invertebrates","Family","943","","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","","","Read, G.; Fauchald, K. (2013). Sigalionidae Malmgren, 1867. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=943 on 2016-05-10","WORMS","","","","","","Y"
"Sigambra bassi","65554",""," Invertebrates","Species","157568","","Animalia","Annelida","Polychaeta","Phyllodocida","Pilargidae","Sigambra","bassi","WoRMS (2015). Sigambra bassi (Hartman, 1945). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=157568 on 2016-05-10","WORMS","","",""," 5001220204","","Y"
"Sigara","103369",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
