Taxon Name,Taxonomic Serial Number (TSN),Parent Taxonomic Serial Number (TSN),Taxon Group,Taxon Level,AphiaID,NADED ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon Citations,Preferred Source,Former or Invalid Name,Common Name,Alternate Name,NODC Code,Xerces Code,Active
"Aturidae","82973",""," Invertebrates","Family","","","Animalia","Arthropoda","Euchelicerata","Trombidiformes","Aturidae","","","","","","","","","","Y"
"Aturus","82974",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Atylus","93514",""," Invertebrates","Genus","101497","","Animalia","Arthropoda","Malacostraca","Amphipoda","Atylidae","Atylus","","Leach, 1815","WoRMS","","","","","","Y"
"Atylus georgianus","656782",""," Invertebrates","Species","488905","","Animalia","Arthropoda","Malacostraca","Amphipoda","Atylidae","Atylus","georgianus","Lowry, J. (2015). Atylus georgianus. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=488905 on 2016-05-09","WORMS","","","","","","Y"
"Atylus levidensus","93522",""," Invertebrates","Species","488906","","Animalia","Arthropoda","Malacostraca","Amphipoda","Atylidae","Atylus","levidensus","Lowry, J. (2015). Atylus levidensus. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=488906 on 2016-05-09","WORMS","","",""," 6169090108","","Y"
"Aulodrilus","68679",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Austrolimnophila","120037",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Autolytinae","",""," Invertebrates","Family","152231","","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","","","Musco, L. (2008). Autolytinae Langerhans, 1879. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=152231 on 2016-05-09","WORMS","","","","","","Y"
"Autolytini","",""," Invertebrates","Tribe","238133","","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","","","Langerhans, 1879. Musco, L. (2007). Autolytini Langerhans, 1879. In: Read, G.; Fauchald, K. (Ed.) (2017). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=238133 on 2017-12-07","WoRMS","","","","","","Y"
"Axiidae","97700",""," Invertebrates","Family","106798","","Animalia","Arthropoda","Malacostraca","Decapoda","Axiidae","","","Poore, G.; Türkay, M. (2010). Axiidae Huxley, 1879. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=106798 on 2016-05-09","WORMS","","",""," 618302","","Y"
"Axiidea","",""," Invertebrates","Order","477324","","Animalia","Arthropoda","Malacostraca","Decapoda","","","","Poore, G. (2010). Axiidea. In: Boyko, C.B; Bruce, N.L.; Merrin, K. L.; Ota, Y.; Poore, G.C.B.; Taiti, S.; Schotte, M. & Wilson, G.D.F. (Eds) (2008 onwards). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=477324 on 2016-05-09","WORMS","","","","","","Y"
"Axinopsida serricata","80500",""," Invertebrates","Species","246819","","Animalia","Mollusca","Bivalvia","Lucinida","Thyasiridae","Axinopsida","serricata","Rosenberg, G. (2015). Axinopsida serricata. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=246819 on 2016-05-09","WORMS","","",""," 5515020201, lenticular axinopsid","","Y"
"Axiothella","67561",""," Invertebrates","Genus","129342","","Animalia","Annelida","Polychaeta","Not assigned","Maldanidae","Axiothella","","Bellan, G. (2016). Axiothella Verrill, 1900. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129342 on 2016-05-09","WORMS","","",""," 50016308","","Y"
"Axiothella rubrocincta","67563",""," Invertebrates","Species","254726","","Animalia","Annelida","Polychaeta","Not assigned","Maldanidae","Axiothella","rubrocincta","Read, G. (2015). Axiothella rubrocincta (Johnson, 1901). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=254726 on 2016-05-09","WORMS","","","","","","Y"
"Baeonectes improvisus","93012",""," Invertebrates","Species","255721","","Animalia","Arthropoda","Malacostraca","Isopoda","Munnopsidae","Baeonectes","improvisus","Schotte, M. (2015). Baeonectes improvisus Wilson, 1982. In: Boyko, C.B; Bruce, N.L.; Merrin, K. L.; Ota, Y.; Poore, G.C.B.; Taiti, S.; Schotte, M. & Wilson, G.D.F. (Eds) (2008 onwards) World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=255721 on 2016-05-09","WORMS","","",""," 6163170602","","Y"
"Baetidae","100755","100502"," Invertebrates","Family","","","","","","","","","","","","","","",""," F0039","Y"
"Baetis","100800","100755"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0076","Y"
"Baetis alius","100803",""," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Baetis bicaudatus","100823","100800"," Invertebrates","Species","","","","","","","","","","","","","","",""," S0008","Y"
"Baetis bicaudatus complex","","100823"," Invertebrates","Species","","","Animalia","Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis","Baetis bicaudatus","","ITIS","","","","","","Y"
"Baetis flavistriga","100835",""," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Baetis flavistriga complex","","100800"," Invertebrates","Species","","","Animalia","Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis","Baetis flavistriga","","ITIS","","","","","","Y"
"Baetis notos","568579",""," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Baetis piscatoris","100814",""," Invertebrates","Species","","","Animalia","Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis","","","ITIS","","","","","","Y"
"Baetis piscatoris complex","","100814"," Invertebrates","Species","","","Animalia","Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis","Baetis piscatoris","","ITIS","","","","","","Y"
"Baetis rhodani Group","","100800"," Invertebrates","Species","","","Animalia","Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis","Baetis flavistriga","","ITIS","","","","","","Y"
"Baetis tricaudatus","100817","100800"," Invertebrates","Species","","","","","","","","","","","","","","",""," S0009","Y"
"Baetis tricaudatus complex","","100817"," Invertebrates","Species","","","Animalia","Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis","Baetis tricaudatus","","ITIS","","","","","","Y"
"Baetis tricaudatus Group","","100800"," Invertebrates","Species","","","","","","","","","","","","",""," Baetis tricaudatus Complex","","","Y"
"Balanidae","89599",""," Invertebrates","Family","106057","","Animalia","Arthropoda","Not assigned","Sessilia","Balanidae","","","Chan, Benny K.K.; Southward, A. (2010). Balanidae Leach, 1806. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=106057 on 2016-05-09","WORMS","","","","","","Y"
"Balanoglossus","158628",""," Invertebrates","Genus","137592","","Animalia","Hemichordata","Enteropneusta","[unassigned] Enteropneusta","Ptychoderidae","Balanoglossus","","Konikoff, C.; van der Land, J. (2011). Balanoglossus Delle Chiaje, 1829. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=137592 on 2016-05-09","WORMS","","","","","","Y"
"Balanomorpha","89589",""," Invertebrates","Suborder","106039","","Animalia","Arthropoda","Not assigned","Sessilia","","","","Southward, A. (2010). Balanomorpha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=106039 on 2016-05-09","WORMS","","",""," 6134","","Y"
"Balanus","89600","89599"," Invertebrates","Genus","106122","","Animalia","Arthropoda","Not assigned","Sessilia","Balanidae","Balanus","","Chan, Benny K.K.; Southward, A. (2010). Balanus Costa, 1778. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=106122 on 2016-05-09","WORMS","","",""," 61340201","","Y"
"Balanus crenatus","89606","89600"," Invertebrates","Species","106215","","Animalia","Arthropoda","Not assigned","Sessilia","Balanidae","Balanus","crenatus","Southward, A. (2004). Balanus crenatus Bruguière, 1789. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=106215 on 2016-05-09","WORMS","","","","","","Y"
"Balanus glandula","89609","89600"," Invertebrates","Species","394848","","Animalia","Arthropoda","Not assigned","Sessilia","Balanidae","Balanus","glandula","Chan, Benny K.K. (2015). Balanus glandula. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=394848 on 2016-05-09","WORMS","","",""," 6134020107","","Y"
"Balanus nubilus","656266",""," Invertebrates","Species","594745","","Animalia","Arthropoda","Not assigned","Sessilia","Balanidae","Balanus","nubilus","Van Syoc, R. (2015). Balanus nubilus Darwin, 1854. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=594745 on 2016-05-09","WORMS","","","","","","Y"
"Bandakiopsis","83532",""," Invertebrates","Genus","","","Animalia","Arthropoda","Arachnida","Trombidiformes","Anisitsiellidae","Bandakiopsis","","","ITIS","","","","","","Y"
"Bankia","81833",""," Invertebrates","Genus","138534","","Animalia","Mollusca","Bivalvia","Myida","Teredinidae","Bankia","","Rosenberg, G.; Gofas, S. (2010). Bankia Gray, 1842. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=138534 on 2016-05-09","WORMS","","","","","","Y"
"Bankia setacea","81836",""," Invertebrates","Species","527858","","Animalia","Mollusca","Bivalvia","Myida","Teredinidae","Bankia","setacea","Rosenberg, G. (2015). Bankia setacea (Tryon, 1860). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=527858 on 2016-05-09","WORMS","","","","","","Y"
"Barantolla","","67413"," Invertebrates","Genus","254302","","Animalia","Annelida","Polychaeta","Not assigned","Capitellidae","Barantolla","","WoRMS (2015). Barantolla Southern, 1921. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=254302 on 2016-05-09","WoRMS","","","","","","Y"
"Barantolla americana","",""," Invertebrates","Species","254727","","Animalia","Annelida","Polychaeta","Not assigned","Capitellidae","Barantolla","americana","Blake, J.A. 2000. Family Capitellidae Grube, 1862. pages 47-96. IN: Blake, James A.; Hilbig, Brigitte; and Scott, Paul Valentich. Taxonomic Atlas of the Benthic Fauna of the Santa Maria Basin and Western Santa Barbara Channel. 7 - The Annelida Part 4. Polychaeta: Fabelligeridae to Sternaspidae. Santa Barbara Museum of Natural History. Santa Barbara page(s): 56, fig. 4.1 [details]","WORMS","","","","","","Y"
"Barentsia","156741",""," Invertebrates","Genus","111795","","Animalia","Entoprocta","Not assigned","Not assigned","Barentsiidae","Barentsia","","Nielsen, C.; Hayward, P. (2007). Barentsia Hincks, 1880. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=111795 on 2016-05-09","WORMS","","",""," 79020102","","Y"
"Barentsia benedeni","156746","156741"," Invertebrates","Species","111800","","Animalia","Entoprocta","Not assigned","Not assigned","Barentsiidae","Barentsia","benedeni","Nielsen, C.; Hayward, P. (2013). Barentsia benedeni (Foettinger, 1887). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=111800 on 2016-05-09","WORMS","","",""," 7902010205","","Y"
"Barentsia hildegardae","",""," Invertebrates","Species","851772","","Animalia","Entoprocta","","","Barentsiidae","Barentsia","Barentsia hildegardae","Wasson, 1997","","","","","","","Y"
"Barentsia parva","",""," Invertebrates","Species","","","Animalia","Entroproca","Not assigned","Not assigned","Barentsiidae","Barentsia","parva","","WORMS","","","","","","Y"
"Baseodiscus princeps","57441",""," Invertebrates","Species","156007","","Animalia","Nemertea","Anopla","Not assigned","Valenciniidae","Baseodiscus","princeps","Gibson, R. (2015). Baseodiscus princeps (Coe, 1901). In: Norenburg, J.; Gibson, R. (2015) World Nemertea database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=156007 on 2016-05-09","WORMS","","","","","","Y"
"Bathyleberis","84224","84215"," Invertebrates","Genus","291424","","Animalia","Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Bathyleberis","","Brandão, S. (2014). Bathyleberis Kornicker, 1975. In: Brandão, S. N.; Angel, M. V.; Karanovic, I.; Parker, A.; Perrier, V. & Yasuhara, M. (2016) World Ostracoda Database. Accessed through: World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=291424 on 2016-05-09","WORMS","","",""," 61110304","","Y"
"Bathymedon","94502",""," Invertebrates","Genus","101691","","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Bathymedon","","Lowry, J.; Costello, M.; Bellan-Santini, D. (2010). Bathymedon Sars, 1892. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Tandberg, A.H.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2016). World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101691 on 2016-05-09","WORMS","","",""," 61693705","","Y"
"Bathymedon pumilus","94510",""," Invertebrates","Species","547016","","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Bathymedon","pumilus","Lowry, J. (2015). Bathymedon pumilus. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=547016 on 2016-05-09","WORMS","","","","","","Y"
"Belostomatidae","103683","676834"," Invertebrates","Family","","","Animalia","Arthropoda","Insecta","Hemiptera","Belostomatidae","","","Leach, 1815","ITIS","","","","","","Y"
"Berosus","112812","112811"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0025","Y"
"Berthella californica","78145",""," Invertebrates","Species","534374","","Animalia","Mollusca","Gastropoda","Pleurobranchomorpha","Pleurobranchidae","Berthella","californica","Bouchet, P. (2015). Berthella californica (Dall, 1900). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=534374 on 2016-05-09","WORMS","","","","","","Y"
"Bezzia","127778","127076"," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Bezzia/Palpomyia","","127774"," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Biborin","66456",""," Invertebrates","Genus","324724","","Animalia","Annelida","Polychaeta","Eunicida","Oenonidae","Biborin","","WoRMS (2015). Biborin. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=324724 on 2016-05-09","WORMS","","","","","","Y"
"Bicrisia","155622",""," Invertebrates","Genus","111031","","Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Crisiidae","Bicrisia","","Bock, P.; Hayward, P. (2010). Bicrisia d'Orbigny, 1853. In: Bock, P.; Gordon, D. (2016). World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=111031 on 2016-05-09","WORMS","","",""," 78090102","","Y"
"Bilyjomyia algens","","127917"," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Bipalponephtys cornuta","",""," Invertebrates","Species","558190","","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Bipalponephtys","cornuta","Read, G. (2015). Bipalponephtys cornuta (Berkeley & Berkeley, 1945). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=558190 on 2016-05-09","WORMS","","","","","","Y"
"Bispira","68150",""," Invertebrates","Genus","129523","","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Bispira","","Bellan, G. (2008). Bispira Krøyer, 1856. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129523 on 2016-05-09","WORMS","","",""," 50017010","","Y"
"Bispira elegans","",""," Invertebrates","Species","333106","","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Bispira","elegans","WoRMS (2015). Bispira elegans (Bush, 1905). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=333106 on 2016-05-09","WORMS","","",""," 5001701099","","Y"
"Bispira pacifica","",""," Invertebrates","Species","529724","","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Bispira","pacifica","","WoRMS","","","","","","Y"
"Bittacomorpha","125765","125763"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0050","Y"
"Bivalvia","79118","69458"," Invertebrates","Class","105","","Animalia","Mollusca","Bivalvia","","","","","Gofas, S. (2016). Bivalvia. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=105 on 2016-05-09","WORMS","","","",""," C0014","Y"
"Blepharicera","121255","121227"," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Blephariceridae","121227","118831"," Invertebrates","Family","","","","","","","","","","","","","","",""," F0014","Y"
"Boccardia","66878",""," Invertebrates","Genus","129609","","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Boccardia","","Read, G.; Bellan, G. (2012). Boccardia Carazzi, 1893. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129609 on 2016-05-09","WORMS","","",""," 50014308","","Y"
"Boccardia proboscidea","66881",""," Invertebrates","Species","327249","","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Boccardia","proboscidea","WoRMS (2016). Boccardia proboscidea Hartman, 1940. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=327249 on 2016-05-09","WORMS","","","","","","Y"
"Boccardia pugettensis","66893",""," Invertebrates","Species","327251","","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Boccardia","pugettensis","WoRMS (2015). Boccardia pugettensis. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=327251 on 2016-05-09","WORMS","","","","","","Y"
"Boccardiella","67010","66781"," Invertebrates","Genus","129610","","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Boccardiella","","Gil, J.; Bellan, G. (2016). Boccardiella. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129610 on 2016-05-09","WORMS","","",""," 50014328","","Y"
"Boccardiella hamata","67011","67010"," Invertebrates","Species","333121","","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Boccardiella","hamata","WoRMS (2015). Boccardiella hamata (Webster, 1879). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=333121 on 2016-05-09","WORMS","","","","","","Y"
"Boltenia","159484",""," Invertebrates","Genus","103514","","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Boltenia","","Sanamyan, K.; Monniot, C. (2016). Boltenia Savigny, 1816. In: Shenkar, N.;  Gittenberger, A.; Lambert, G.; Rius, M.; Moreira Da Rocha, R.; Swalla, B.J.; Turon, X. (2016). Ascidiacea World Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=103514 on 2016-05-09","WORMS","","",""," 84060202","","Y"
"Boltenia villosa","159493",""," Invertebrates","Species","250073","","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Boltenia","villosa","Sanamyan, K. (2015). Boltenia villosa (Stimpson, 1864). In: Shenkar, N.;  Gittenberger, A.; Lambert, G.; Rius, M.; Moreira Da Rocha, R.; Swalla, B.J.; Turon, X. (2015) Ascidiacea World Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=250073 on 2016-05-09","WORMS","","","","","","Y"
"Bonellia","",""," Invertebrates","Genus","110352","","Animalia","Annelida","Polychaeta","Echiuroidea","Bonelliidae","Bonellia","","Murina, G. (2016). Bonellia Rolando, 1821. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110352 on 2016-05-09","WORMS","","","","","","Y"
"Bonelliidae","154975",""," Invertebrates","Family","110347","","Animalia","Annelida","Polychaeta","Echiuroidea","Bonelliidae","","","Murina, G. (2008). Bonelliidae Lacaze-Duthiers, 1858. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110347 on 2016-05-09","WORMS","","","","","","Y"
"Bonneviella","49748",""," Invertebrates","Genus","117009","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Bonneviellidae","Bonneviella","","Schuchert, P. (2014). Bonneviella Broch, 1909. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=117009 on 2016-05-09","WORMS","","",""," 37040301","","Y"
"Bopyridae","93108",""," Invertebrates","Family","1195","","Animalia","Arthropoda","Malacostraca","Isopoda","Bopyridae","","","Boyko, Christopher B.; Schotte, M. (2008). Bopyridae Rafinesque, 1815. In: Boyko, C.B; Bruce, N.L.; Merrin, K. L.; Ota, Y.; Poore, G.C.B.; Taiti, S.; Schotte, M. & Wilson, G.D.F. (Eds) (2008 onwards). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=1195 on 2016-05-09","WORMS","","","","","","Y"
"Bopyroidea","621179",""," Invertebrates","Order","155727","","Animalia","Arthropoda","Malacostraca","Isopoda","","","","Boyko, Christopher B. (2013). Bopyroidea Rafinesque, 1815. In: Boyko, C.B; Bruce, N.L.; Merrin, K. L.; Ota, Y.; Poore, G.C.B.; Taiti, S.; Schotte, M. & Wilson, G.D.F. (Eds) (2008 onwards). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=155727 on 2016-05-09","WORMS","","","","","","Y"
"Boreochiton ruber","78901",""," Invertebrates","Species","386411","","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Boreochiton ","ruber","Bouchet, P.; Rosenberg, G.; Schwabe, E. (2016). Boreochiton ruber (Linnaeus, 1767). In: MolluscaBase (2016). Accessed through: World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=386411 on 2016-11-23","WORMS"," Tonicella rubra","","","","","Y"
"Boreochlus","127954",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Boreoheptagyia","128343",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Boreonectes","","111963"," Invertebrates","Genus","","","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","","","","ITIS","","","","","","Y"
"Boreotrophon","73330",""," Invertebrates","Genus","146731","","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Boreotrophon","","Houart, R. (2009). Boreotrophon P. Fischer, 1884. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=146731 on 2016-05-09","WORMS","","","","","","Y"
"Bothrioneurum vejdovskyanum","68779",""," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Bougainvillia","48766",""," Invertebrates","Genus","117015","","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Bougainvilliidae","Bougainvillia","","WoRMS (2004). Bougainvillia Lesson, 1830. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=117015 on 2016-05-09","WORMS","","",""," 37030107","","Y"
"Bougainvilliidae","48742",""," Invertebrates","Family","1594","","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Bougainvilliidae","","","Schuchert, P. (2016). Bougainvilliidae Lütken, 1850. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=1594 on 2016-05-09","WORMS","","","","","","Y"
"Brachiopoda","156755",""," Invertebrates","Phylum","1803","","Animalia","Brachiopoda","","","","","","WoRMS (2016). Brachiopoda. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=1803 on 2016-05-09","WORMS","","","","","","Y"
"Brachycentridae","116905","115095"," Invertebrates","Family","","","","","","","","","","","","","","",""," F0081","Y"
"Brachycentrus","116906","116905"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0191","Y"
"Brachycentrus americanus","116912","116906"," Invertebrates","Species","","","","","","","","","","","","","","",""," S0076","Y"
